application_id,amount,duration_in_days,check_field_1,check_field_2,check_field_3,prev_amount,free_amount,diff_dates_in_days
11806,6.396929655216146,33.0,False,True,True,7.696212639346407,0.0,339
11814,7.90100705199242,32.0,False,False,True,8.039157390473237,0.0,536
11871,6.396929655216146,27.0,True,False,True,7.600902459542082,0.0,367
11876,7.3777589082278725,36.0,True,True,True,6.551080335043404,9.449357272446683,685
11905,7.495541943884256,40.0,True,True,True,8.101677747454572,9.409191230721348,312
11961,7.824046010856292,29.0,True,True,True,7.090076835776092,8.45531778769815,458
11962,8.070906088787819,12.0,False,False,False,7.9724660159745655,0.0,329
11979,8.131530710604252,18.0,False,True,True,6.396929655216146,0.0,404
12146,6.907755278982137,36.0,False,True,False,6.907755278982137,0.0,325
12256,8.006367567650246,20.0,False,False,False,6.214608098422191,8.648221453822641,399
12335,8.131530710604252,27.0,True,True,True,7.090076835776092,8.83927669058535,373
12348,7.937374696163295,8.0,False,True,True,7.438383530044307,5.703782474656201,348
12354,7.3777589082278725,14.0,False,True,False,7.170119543449628,6.907755278982137,381
12382,7.3777589082278725,4.0,False,False,False,6.551080335043404,8.66561319653451,631
12420,8.131530710604252,41.0,False,False,True,7.937374696163295,0.0,607
12488,7.824046010856292,9.0,False,True,True,7.90100705199242,9.375854810453756,296
12508,7.090076835776092,26.0,False,False,True,8.101677747454572,7.003065458786462,231
12563,7.438383530044307,24.0,False,False,False,7.549609165154532,9.104979856318357,125
12582,6.802394763324311,11.0,True,False,True,8.101677747454572,9.116029692504942,244
12613,6.907755278982137,8.0,True,True,True,7.170119543449628,8.66561319653451,564
12627,7.549609165154532,27.0,False,True,True,7.696212639346407,0.0,406
12780,7.9724660159745655,32.0,False,True,False,6.214608098422191,7.7406644019172415,325
12786,7.495541943884256,9.0,False,True,True,7.495541943884256,8.779557455883728,113
12838,7.649692623711514,8.0,False,True,False,7.003065458786462,6.396929655216146,607
12871,7.313220387090301,42.0,True,True,False,7.7406644019172415,8.366370301681654,406
12903,7.313220387090301,10.0,True,True,False,7.696212639346407,8.779557455883728,287
12928,8.101677747454572,38.0,True,False,True,6.684611727667927,0.0,345
12966,7.003065458786462,29.0,True,False,False,8.006367567650246,0.0,277
13034,7.549609165154532,42.0,False,False,True,7.090076835776092,0.0,379
13125,8.131530710604252,14.0,True,False,True,8.101677747454572,9.449357272446683,246
13144,8.131530710604252,11.0,True,False,True,7.8632667240095735,0.0,463
13162,7.003065458786462,10.0,True,True,True,7.696212639346407,0.0,463
13189,7.090076835776092,19.0,False,True,False,7.9724660159745655,8.216088098632316,619
13200,7.3777589082278725,11.0,False,True,False,7.783224016336037,9.480367509189243,351
13218,7.937374696163295,6.0,True,False,False,7.600902459542082,7.9724660159745655,430
13299,6.396929655216146,1.0,True,False,False,7.24422751560335,7.90100705199242,282
13378,7.824046010856292,16.0,True,False,True,7.649692623711514,9.332558004700433,359
13403,8.006367567650246,31.0,True,False,True,6.551080335043404,7.7406644019172415,241
13407,8.070906088787819,8.0,True,False,False,7.696212639346407,7.649692623711514,360
13446,7.438383530044307,13.0,False,False,True,6.802394763324311,8.039157390473237,416
13456,7.313220387090301,13.0,True,True,False,7.9724660159745655,0.0,384
13464,6.907755278982137,22.0,False,False,False,6.551080335043404,8.216088098632316,424
13497,7.9724660159745655,33.0,False,False,True,7.824046010856292,8.411832675758411,370
13593,8.006367567650246,40.0,False,False,True,6.802394763324311,0.0,111
13727,7.824046010856292,3.0,True,False,False,7.90100705199242,8.318742252692399,290
13735,7.313220387090301,44.0,True,True,True,8.039157390473237,9.259130536145614,91
13762,7.3777589082278725,36.0,True,True,True,7.24422751560335,9.249561085129464,442
13798,7.600902459542082,12.0,True,False,False,7.003065458786462,0.0,224
13870,7.824046010856292,42.0,True,False,False,6.214608098422191,0.0,394
13909,8.131530710604252,11.0,True,False,False,7.090076835776092,6.551080335043404,67
13929,7.8632667240095735,44.0,False,True,True,7.783224016336037,8.039157390473237,279
13940,7.549609165154532,35.0,True,False,False,6.802394763324311,8.99961934066053,189
13957,7.24422751560335,5.0,True,True,False,7.649692623711514,9.116029692504942,453
13978,7.549609165154532,2.0,False,True,False,7.600902459542082,9.104979856318357,11
14130,7.3777589082278725,17.0,False,False,False,7.170119543449628,9.464982590349763,351
14358,7.8632667240095735,30.0,True,True,True,6.802394763324311,0.0,207
14410,7.783224016336037,37.0,False,False,False,8.101677747454572,7.3777589082278725,453
14417,6.396929655216146,7.0,True,True,True,7.3777589082278725,0.0,496
14635,6.907755278982137,35.0,True,False,False,6.802394763324311,7.696212639346407,326
14648,7.313220387090301,20.0,True,True,False,6.907755278982137,8.070906088787819,452
14726,7.824046010856292,18.0,False,True,False,7.24422751560335,0.0,155
14831,8.101677747454572,13.0,True,True,True,6.396929655216146,9.314700387300425,470
14944,6.214608098422191,27.0,False,False,False,8.006367567650246,9.358760377094455,395
15006,7.9724660159745655,16.0,False,True,True,7.3777589082278725,0.0,672
15057,8.006367567650246,45.0,False,False,True,6.802394763324311,9.20029003612268,287
15081,8.131530710604252,42.0,True,False,True,8.101677747454572,9.433483923290392,309
15126,7.937374696163295,6.0,False,False,True,7.90100705199242,6.551080335043404,550
15149,8.039157390473237,34.0,True,True,False,7.824046010856292,9.409191230721348,469
15164,7.549609165154532,10.0,False,False,False,7.090076835776092,0.0,205
15187,7.824046010856292,21.0,True,False,True,7.003065458786462,8.268731832117737,291
15209,6.214608098422191,31.0,False,False,True,7.8632667240095735,4.605170185988092,63
15260,8.131530710604252,41.0,True,True,True,7.003065458786462,0.0,257
15308,6.214608098422191,34.0,False,True,True,6.907755278982137,7.783224016336037,245
15310,8.006367567650246,13.0,True,False,True,6.396929655216146,8.294049640102028,372
15375,7.090076835776092,1.0,True,True,True,8.039157390473237,0.0,149
15382,6.551080335043404,36.0,False,False,True,7.438383530044307,7.003065458786462,488
15387,7.170119543449628,31.0,True,False,True,7.9724660159745655,0.0,352
15402,6.551080335043404,20.0,False,False,True,6.214608098422191,8.922658299524402,576
15566,7.24422751560335,37.0,True,False,True,6.802394763324311,6.396929655216146,245
15701,7.696212639346407,32.0,True,False,True,8.070906088787819,9.503009985939002,285
15717,7.313220387090301,22.0,False,True,False,6.907755278982137,7.003065458786462,459
15807,6.214608098422191,39.0,False,False,True,8.039157390473237,0.0,343
15811,6.802394763324311,32.0,False,False,True,7.7406644019172415,0.0,443
15863,7.170119543449628,34.0,True,True,False,7.9724660159745655,0.0,301
15876,7.313220387090301,2.0,False,True,True,7.783224016336037,8.66561319653451,448
15895,7.24422751560335,15.0,False,True,True,7.313220387090301,9.20029003612268,303
15912,7.649692623711514,39.0,True,False,False,8.131530710604252,0.0,457
15943,7.649692623711514,16.0,True,True,True,6.802394763324311,0.0,107
16084,7.8632667240095735,35.0,True,False,False,8.101677747454572,8.294049640102028,258
16177,8.006367567650246,1.0,True,True,True,7.438383530044307,0.0,442
16187,8.039157390473237,29.0,False,True,False,8.070906088787819,0.0,230
16297,7.170119543449628,33.0,False,True,True,7.600902459542082,0.0,445
16300,6.551080335043404,22.0,True,False,True,7.696212639346407,8.961879012677683,241
16307,8.131530710604252,4.0,True,False,True,6.907755278982137,0.0,297
16355,6.551080335043404,6.0,True,True,False,6.802394763324311,8.411832675758411,448
16382,7.90100705199242,3.0,False,True,False,7.649692623711514,0.0,532
16383,8.039157390473237,6.0,False,False,True,6.551080335043404,0.0,457
16423,7.8632667240095735,37.0,False,True,False,7.003065458786462,8.961879012677683,471
16457,7.313220387090301,34.0,True,False,False,7.24422751560335,9.449357272446683,428
16461,8.101677747454572,39.0,False,True,False,7.170119543449628,0.0,556
16481,6.396929655216146,38.0,False,True,False,8.006367567650246,7.549609165154532,98
16508,8.070906088787819,42.0,True,True,True,6.907755278982137,9.588776807696428,267
16526,7.170119543449628,0.0,False,True,True,7.600902459542082,0.0,246
16573,7.937374696163295,26.0,True,False,True,7.649692623711514,0.0,447
16685,7.937374696163295,26.0,False,False,False,6.907755278982137,9.082507000466299,368
16806,7.090076835776092,23.0,False,True,False,7.937374696163295,0.0,560
16984,6.802394763324311,44.0,True,True,True,6.214608098422191,0.0,320
17051,7.824046010856292,1.0,False,False,False,8.070906088787819,9.764225485202621,424
17078,7.090076835776092,38.0,False,False,False,8.006367567650246,8.45531778769815,242
17132,7.649692623711514,5.0,True,False,False,7.937374696163295,0.0,572
17155,8.006367567650246,16.0,False,True,False,7.696212639346407,8.070906088787819,221
17155,7.824046010856292,5.0,False,True,False,7.649692623711514,0.0,425
17166,6.396929655216146,33.0,True,False,True,7.9724660159745655,0.0,369
17295,8.131530710604252,27.0,False,True,True,7.696212639346407,9.047821442478408,409
17326,7.783224016336037,27.0,False,True,True,7.8632667240095735,0.0,446
17349,7.24422751560335,3.0,False,True,True,7.649692623711514,8.366370301681654,101
17359,7.549609165154532,39.0,False,False,False,8.101677747454572,0.0,683
17402,8.039157390473237,21.0,True,False,False,8.131530710604252,9.409191230721348,503
17409,8.006367567650246,22.0,True,True,False,8.070906088787819,8.34283980427146,41
17445,7.824046010856292,22.0,False,True,True,7.24422751560335,7.7406644019172415,311
17532,7.8632667240095735,39.0,True,False,True,6.551080335043404,8.909235279192261,38
17535,7.937374696163295,44.0,True,False,False,7.549609165154532,7.24422751560335,200
17606,7.8632667240095735,34.0,True,False,False,7.090076835776092,8.1886891244442,115
17666,7.003065458786462,40.0,True,True,False,7.24422751560335,0.0,328
17686,7.549609165154532,19.0,True,True,False,6.214608098422191,0.0,142
17703,7.783224016336037,19.0,False,False,True,6.214608098422191,9.75846178048587,368
17767,8.006367567650246,13.0,True,False,True,8.039157390473237,8.895629627136483,256
17843,6.684611727667927,2.0,False,False,True,7.649692623711514,5.298317366548036,629
17846,6.214608098422191,39.0,True,False,True,8.039157390473237,6.396929655216146,293
17850,6.802394763324311,33.0,False,True,False,6.907755278982137,9.425451751593128,495
17852,8.070906088787819,39.0,True,True,True,7.9724660159745655,7.24422751560335,355
17917,7.549609165154532,40.0,False,False,False,6.214608098422191,7.90100705199242,490
17926,6.396929655216146,9.0,False,False,True,6.684611727667927,0.0,293
17954,7.824046010856292,43.0,False,False,False,7.937374696163295,0.0,311
17992,7.003065458786462,39.0,False,False,True,7.170119543449628,9.629050706834368,240
18134,7.783224016336037,2.0,True,False,True,7.600902459542082,8.160518247477505,126
18158,6.396929655216146,16.0,False,True,False,7.649692623711514,0.0,484
18161,6.802394763324311,20.0,False,False,True,6.907755278982137,0.0,207
18174,7.8632667240095735,16.0,False,False,True,7.783224016336037,7.824046010856292,76
18236,7.783224016336037,23.0,False,False,False,7.90100705199242,0.0,300
18255,8.039157390473237,7.0,True,True,True,7.649692623711514,7.824046010856292,418
18270,6.684611727667927,37.0,True,True,True,7.3777589082278725,8.648221453822641,104
18359,7.090076835776092,11.0,False,False,True,7.313220387090301,0.0,331
18445,8.070906088787819,16.0,False,False,False,7.495541943884256,7.9724660159745655,254
18493,8.131530710604252,31.0,False,True,True,7.7406644019172415,0.0,226
18495,8.101677747454572,25.0,True,True,True,7.824046010856292,9.093806555720231,685
18530,8.070906088787819,39.0,True,False,False,8.101677747454572,0.0,266
18575,7.937374696163295,32.0,False,True,False,6.396929655216146,6.396929655216146,536
18575,7.3777589082278725,17.0,False,False,True,7.495541943884256,9.417354541360508,404
18728,7.24422751560335,1.0,True,False,True,7.495541943884256,8.131530710604252,101
18780,7.9724660159745655,13.0,False,True,True,6.551080335043404,8.006367567650246,122
18788,6.684611727667927,3.0,True,False,True,7.8632667240095735,6.802394763324311,313
18802,7.824046010856292,31.0,False,False,True,7.600902459542082,0.0,415
18811,8.006367567650246,1.0,True,True,False,7.003065458786462,0.0,443
18837,8.101677747454572,33.0,False,True,False,6.802394763324311,9.425451751593128,395
18945,6.802394763324311,21.0,False,True,True,7.90100705199242,7.937374696163295,52
18959,7.937374696163295,32.0,False,True,True,7.783224016336037,9.400960731584833,147
18960,7.438383530044307,38.0,False,True,False,6.214608098422191,8.131530710604252,483
18964,6.907755278982137,25.0,True,False,True,6.684611727667927,0.0,358
18969,6.802394763324311,22.0,True,False,False,6.684611727667927,0.0,292
19001,6.396929655216146,23.0,True,True,False,7.649692623711514,9.093806555720231,292
19045,7.3777589082278725,28.0,True,False,True,7.7406644019172415,9.717157974344635,335
19058,7.170119543449628,2.0,True,False,False,7.8632667240095735,0.0,518
19171,7.3777589082278725,45.0,False,False,True,6.214608098422191,5.298317366548036,211
19206,7.24422751560335,44.0,True,False,False,7.003065458786462,8.496990484098719,288
19238,8.070906088787819,22.0,True,True,False,7.937374696163295,8.216088098632316,572
19271,8.070906088787819,40.0,False,False,False,7.495541943884256,9.230142999272362,556
19273,7.90100705199242,29.0,True,False,False,8.006367567650246,9.287301413112312,497
19291,7.8632667240095735,16.0,True,True,True,6.396929655216146,9.159047077588632,292
19305,7.8632667240095735,33.0,True,False,False,7.549609165154532,0.0,371
19330,7.3777589082278725,21.0,False,False,True,7.003065458786462,8.66561319653451,429
19421,7.9724660159745655,11.0,False,True,True,6.551080335043404,9.169518377455928,454
19426,8.006367567650246,33.0,True,False,False,7.649692623711514,8.68270762989381,162
19525,6.396929655216146,0.0,True,False,True,7.8632667240095735,0.0,508
19535,8.070906088787819,9.0,True,False,True,7.9724660159745655,0.0,184
19566,7.003065458786462,7.0,False,False,True,7.9724660159745655,0.0,397
19621,7.24422751560335,35.0,True,True,True,7.24422751560335,0.0,378
19629,7.090076835776092,18.0,False,True,True,7.24422751560335,8.101677747454572,261
19647,7.649692623711514,14.0,True,True,True,7.8632667240095735,4.605170185988092,529
19710,7.649692623711514,13.0,False,True,True,7.438383530044307,9.642122788401721,603
19740,7.90100705199242,37.0,False,True,False,7.3777589082278725,0.0,620
19771,8.131530710604252,30.0,True,False,True,7.783224016336037,0.0,363
19834,8.101677747454572,30.0,False,True,False,7.7406644019172415,8.779557455883728,308
19872,6.684611727667927,26.0,True,False,True,7.600902459542082,7.600902459542082,367
19997,7.9724660159745655,2.0,True,True,True,6.907755278982137,7.600902459542082,455
20013,8.101677747454572,11.0,False,True,True,7.090076835776092,9.449357272446683,589
20101,7.438383530044307,22.0,False,False,False,7.313220387090301,7.090076835776092,288
20120,7.495541943884256,41.0,True,True,False,7.783224016336037,8.1886891244442,666
20190,7.24422751560335,14.0,False,False,False,6.214608098422191,5.991464547107982,384
20237,7.24422751560335,5.0,False,True,True,7.549609165154532,0.0,126
20319,8.006367567650246,0.0,True,False,True,7.24422751560335,0.0,147
20342,6.396929655216146,4.0,True,True,True,8.101677747454572,6.551080335043404,428
20407,6.551080335043404,30.0,False,True,False,6.214608098422191,8.987196820661973,522
20438,7.937374696163295,24.0,False,True,False,7.9724660159745655,9.082507000466299,552
20486,8.039157390473237,10.0,False,False,False,6.684611727667927,0.0,371
20534,7.90100705199242,32.0,True,True,False,7.438383530044307,0.0,308
20578,8.101677747454572,25.0,True,False,False,6.802394763324311,8.594154232552366,309
20742,6.551080335043404,13.0,True,True,False,7.649692623711514,0.0,513
20773,6.802394763324311,24.0,False,True,False,8.006367567650246,0.0,142
20856,7.7406644019172415,13.0,False,True,False,7.9724660159745655,9.239899174217728,469
20892,7.649692623711514,12.0,True,True,False,7.313220387090301,5.991464547107982,420
20899,7.696212639346407,27.0,True,False,False,8.006367567650246,0.0,419
20914,6.551080335043404,45.0,True,False,True,6.396929655216146,8.433811582477187,253
20932,6.684611727667927,21.0,False,False,True,7.549609165154532,7.170119543449628,570
20933,6.802394763324311,40.0,True,True,True,7.600902459542082,8.45531778769815,201
21061,8.006367567650246,16.0,True,False,True,7.313220387090301,8.006367567650246,295
21061,6.907755278982137,26.0,False,True,False,7.495541943884256,8.809862805379057,366
21210,6.684611727667927,5.0,False,True,True,7.3777589082278725,0.0,428
21233,7.9724660159745655,19.0,True,True,True,7.438383530044307,0.0,381
21274,7.783224016336037,3.0,False,True,True,7.170119543449628,7.8632667240095735,577
21306,6.396929655216146,16.0,True,True,True,8.131530710604252,9.711115659888671,491
21307,7.003065458786462,35.0,False,False,True,8.039157390473237,0.0,383
21322,6.214608098422191,24.0,False,True,False,7.90100705199242,6.907755278982137,328
21361,7.8632667240095735,24.0,True,False,True,8.006367567650246,8.922658299524402,329
21369,8.039157390473237,16.0,False,False,False,8.006367567650246,0.0,173
21387,8.101677747454572,11.0,True,False,True,7.937374696163295,0.0,424
21506,7.9724660159745655,8.0,False,False,False,7.7406644019172415,0.0,501
21533,6.551080335043404,10.0,False,True,False,6.907755278982137,0.0,438
21534,6.802394763324311,8.0,True,True,True,7.495541943884256,9.852194258148577,222
21561,7.9724660159745655,38.0,True,True,True,6.802394763324311,0.0,342
21586,7.549609165154532,26.0,True,True,False,8.101677747454572,0.0,314
21598,7.313220387090301,7.0,False,True,False,7.600902459542082,6.684611727667927,40
21600,8.006367567650246,10.0,False,False,False,8.070906088787819,0.0,260
21635,7.8632667240095735,23.0,False,False,True,7.600902459542082,5.298317366548036,179
21638,7.003065458786462,0.0,True,False,True,6.684611727667927,9.38429367909962,229
21725,8.006367567650246,22.0,False,False,False,6.214608098422191,8.732304571033183,384
21750,8.101677747454572,34.0,False,False,False,6.551080335043404,0.0,338
21804,7.438383530044307,10.0,False,True,True,7.937374696163295,0.0,234
21822,7.438383530044307,44.0,True,False,False,6.907755278982137,9.035986984831405,617
21832,6.684611727667927,16.0,True,True,True,7.9724660159745655,0.0,305
21869,7.170119543449628,17.0,False,False,False,7.8632667240095735,9.409191230721348,100
22003,6.907755278982137,32.0,True,True,False,7.696212639346407,0.0,250
22034,6.684611727667927,13.0,True,False,True,8.039157390473237,8.732304571033183,480
22093,6.551080335043404,16.0,False,True,False,7.600902459542082,6.907755278982137,271
22145,7.937374696163295,20.0,False,False,False,8.131530710604252,9.179881164491475,304
22146,7.090076835776092,41.0,False,False,True,7.937374696163295,0.0,447
22209,7.24422751560335,2.0,False,True,True,8.039157390473237,8.268731832117737,526
22210,6.684611727667927,31.0,False,True,True,7.170119543449628,6.907755278982137,178
22236,7.170119543449628,10.0,False,False,True,7.3777589082278725,0.0,72
22261,8.039157390473237,25.0,True,False,True,7.937374696163295,9.0595174822416,253
22283,8.006367567650246,39.0,True,True,True,8.131530710604252,9.409191230721348,549
22290,7.3777589082278725,35.0,True,False,True,7.7406644019172415,0.0,409
22297,7.24422751560335,28.0,False,False,True,6.214608098422191,7.549609165154532,549
22328,7.649692623711514,23.0,True,True,True,6.396929655216146,6.396929655216146,274
22329,7.783224016336037,36.0,True,False,True,7.090076835776092,7.783224016336037,322
22380,6.907755278982137,3.0,True,True,True,8.101677747454572,7.495541943884256,458
22482,7.649692623711514,38.0,False,False,True,8.039157390473237,9.495519314209846,407
22493,8.101677747454572,19.0,True,False,True,7.824046010856292,7.696212639346407,425
22521,6.396929655216146,16.0,False,True,True,7.824046010856292,0.0,323
22524,7.90100705199242,38.0,True,True,True,7.8632667240095735,8.732304571033183,556
22526,7.3777589082278725,13.0,True,False,True,7.549609165154532,0.0,439
22574,6.907755278982137,39.0,False,True,False,8.006367567650246,7.7406644019172415,453
22594,8.070906088787819,2.0,False,True,True,7.3777589082278725,0.0,416
22611,7.090076835776092,21.0,False,False,False,7.824046010856292,0.0,501
22684,7.313220387090301,36.0,False,False,False,7.549609165154532,7.7406644019172415,310
22743,7.549609165154532,29.0,True,True,True,7.937374696163295,9.532423871145296,449
22867,7.003065458786462,31.0,False,True,True,7.24422751560335,7.937374696163295,271
22898,6.214608098422191,29.0,False,True,False,7.549609165154532,8.294049640102028,169
22957,8.039157390473237,27.0,True,True,False,7.783224016336037,6.684611727667927,502
22977,6.907755278982137,0.0,True,False,False,6.396929655216146,0.0,370
23026,8.039157390473237,32.0,False,False,False,7.090076835776092,7.600902459542082,225
23067,6.396929655216146,31.0,True,True,False,7.003065458786462,0.0,277
23113,7.170119543449628,38.0,False,True,True,7.438383530044307,0.0,462
23132,8.006367567650246,42.0,True,True,False,8.039157390473237,7.696212639346407,609
23293,7.090076835776092,1.0,True,False,True,7.90100705199242,0.0,245
23409,7.24422751560335,29.0,True,False,False,7.170119543449628,8.824677891164198,191
23457,6.396929655216146,19.0,False,True,True,8.101677747454572,8.131530710604252,568
23482,7.783224016336037,14.0,True,True,True,6.684611727667927,8.699514748210191,417
23504,8.006367567650246,32.0,True,True,True,7.24422751560335,9.210340371976184,470
23521,7.783224016336037,9.0,False,True,True,8.101677747454572,6.396929655216146,438
23602,6.684611727667927,28.0,False,True,True,6.802394763324311,0.0,249
23627,6.551080335043404,3.0,True,False,True,7.24422751560335,9.104979856318357,196
23746,7.600902459542082,31.0,True,True,False,7.824046010856292,9.071078304642676,315
23758,8.101677747454572,15.0,True,False,False,6.396929655216146,8.496990484098719,523
23777,6.551080335043404,15.0,False,False,True,7.824046010856292,9.525151111816216,320
23826,7.313220387090301,40.0,True,True,False,7.90100705199242,9.210340371976184,405
23877,7.090076835776092,29.0,False,True,False,6.907755278982137,9.472704636443673,440
23941,7.696212639346407,44.0,False,True,False,7.649692623711514,0.0,372
23964,7.24422751560335,22.0,True,False,False,7.090076835776092,9.602382459752207,629
24061,7.438383530044307,33.0,True,False,False,7.600902459542082,9.239899174217728,211
24068,7.937374696163295,12.0,False,False,True,6.684611727667927,7.3777589082278725,478
24113,7.3777589082278725,27.0,False,False,False,7.3777589082278725,0.0,371
24139,7.7406644019172415,8.0,False,True,True,8.070906088787819,0.0,412
24184,7.696212639346407,35.0,False,False,True,7.824046010856292,7.3777589082278725,358
24398,8.006367567650246,11.0,True,False,False,7.090076835776092,0.0,426
24483,7.90100705199242,28.0,True,True,False,7.824046010856292,0.0,303
24504,6.802394763324311,10.0,True,True,False,6.907755278982137,0.0,175
24533,8.070906088787819,13.0,True,False,False,7.90100705199242,9.011889433252344,49
24567,7.8632667240095735,30.0,True,False,True,6.214608098422191,9.809176873064887,620
24581,8.070906088787819,6.0,False,False,True,6.396929655216146,9.581903928408666,510
24608,7.549609165154532,11.0,True,True,True,7.170119543449628,0.0,434
24629,8.006367567650246,18.0,False,False,False,8.039157390473237,0.0,468
24653,6.684611727667927,29.0,True,True,False,7.824046010856292,0.0,406
24685,7.313220387090301,45.0,True,True,True,7.3777589082278725,0.0,462
24693,7.438383530044307,18.0,False,False,True,8.101677747454572,9.104979856318357,343
24719,7.170119543449628,30.0,True,False,False,7.600902459542082,8.294049640102028,285
24720,7.824046010856292,14.0,True,False,True,6.396929655216146,9.55393007636626,431
24731,6.684611727667927,13.0,False,True,True,6.396929655216146,7.937374696163295,424
25184,8.006367567650246,21.0,False,True,True,6.551080335043404,7.170119543449628,367
25203,7.170119543449628,30.0,False,False,True,7.170119543449628,9.358760377094455,71
25205,7.3777589082278725,43.0,False,False,False,6.684611727667927,8.909235279192261,586
25237,8.131530710604252,21.0,False,False,False,8.131530710604252,8.85366542803745,333
25279,7.696212639346407,7.0,False,True,True,7.003065458786462,8.517193191416238,340
25401,7.090076835776092,40.0,True,True,False,7.003065458786462,8.101677747454572,387
25452,7.495541943884256,9.0,True,False,False,8.131530710604252,0.0,361
25506,8.131530710604252,45.0,True,False,True,8.131530710604252,0.0,516
25530,7.824046010856292,23.0,True,False,True,7.438383530044307,8.881836305004146,317
25714,7.90100705199242,17.0,True,True,True,7.600902459542082,9.622450022803015,565
25802,7.90100705199242,33.0,False,False,False,7.649692623711514,8.242756345714477,362
26023,8.006367567650246,21.0,True,True,False,7.003065458786462,8.131530710604252,368
26062,8.006367567650246,6.0,True,True,True,7.549609165154532,0.0,351
26063,7.438383530044307,5.0,True,True,False,7.313220387090301,7.937374696163295,308
26068,6.551080335043404,28.0,False,True,False,7.783224016336037,0.0,431
26114,7.313220387090301,42.0,True,True,True,8.070906088787819,0.0,269
26254,6.907755278982137,17.0,True,False,True,7.495541943884256,9.22029070282935,378
26275,7.438383530044307,12.0,True,True,True,7.600902459542082,8.648221453822641,394
26305,7.783224016336037,37.0,False,True,False,6.214608098422191,7.90100705199242,485
26343,7.003065458786462,33.0,False,True,False,7.549609165154532,9.38429367909962,412
26379,7.9724660159745655,32.0,True,True,True,8.006367567650246,0.0,230
26427,7.170119543449628,38.0,False,True,False,8.131530710604252,5.703782474656201,280
26439,6.396929655216146,30.0,True,False,True,8.101677747454572,9.104979856318357,565
26557,7.313220387090301,19.0,True,True,False,7.696212639346407,8.748304912379623,221
26592,7.24422751560335,6.0,False,False,False,7.313220387090301,9.137769679141348,468
26594,7.170119543449628,9.0,True,False,True,6.551080335043404,8.974618038455112,437
26609,7.170119543449628,7.0,False,True,True,7.170119543449628,0.0,470
26685,7.170119543449628,22.0,True,False,True,7.313220387090301,8.716044050161402,279
